"AR","AT","BE","CH","CL","DE","DK","ES","FI","FR","UK","HU","ID","IE","IN","IT","JP","KR","MX","MY","NL","NO","PT","SE","TH","US","date"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1957-01-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1957-04-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1957-07-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8",1957-10-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",1958-01-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1",1958-04-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3",1958-07-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.8",1958-10-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",1959-01-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6",1959-04-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3",1959-07-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7",1959-10-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2",1960-01-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6",1960-04-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",1960-07-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2",1960-10-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9",1961-01-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",1961-04-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3",1961-07-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4",1961-10-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2",1962-01-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1",1962-04-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5",1962-07-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2",1962-10-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3",1963-01-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",1963-04-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4",1963-07-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9",1963-10-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1",1964-01-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2",1964-04-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3",1964-07-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2",1964-10-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5",1965-01-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1965-04-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6",1965-07-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.9",1965-10-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.1",1966-01-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.9",1966-04-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3",1966-07-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.2",1966-10-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4",1967-01-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.3",1967-04-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.5",1967-07-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.7",1967-10-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.6",1968-01-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.3",1968-04-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.1",1968-07-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.6",1968-10-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.9",1969-01-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.1",1969-04-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.5",1969-07-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4",1969-10-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5",1970-01-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.2",1970-04-01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4",1970-07-01
NA,"0.6",NA,"1.9",NA,"-1.9",NA,NA,NA,NA,NA,NA,NA,NA,"1.8","-2.5",NA,NA,NA,NA,NA,"-0.2","2.1",NA,NA,"-3.5",1970-10-01
NA,"0",NA,"0.1",NA,"-3.5",NA,NA,NA,NA,NA,NA,NA,NA,"2.7","-2.2",NA,NA,NA,NA,"-1.2","-0.3","0.3","-9.1",NA,"-4.3",1971-01-01
NA,"1",NA,"-0.8",NA,"-3.3",NA,NA,NA,NA,NA,NA,NA,NA,"2.1","-1.4",NA,NA,NA,NA,"-1.8","-0.2","1.6","-7.8",NA,"-3.6",1971-04-01
NA,"0.6",NA,"-3.7",NA,"-2.7",NA,NA,NA,NA,NA,NA,NA,NA,"1.9","-0.6",NA,NA,NA,NA,"-1.7","0","2.6","-8.2",NA,"-3.6",1971-07-01
NA,"1.9",NA,"-3.6",NA,"-1.3",NA,NA,NA,NA,NA,NA,NA,NA,"2.8","0",NA,NA,NA,NA,"-1.1","0.2","7.4","-7.2",NA,"-3.4",1971-10-01
NA,"1.4",NA,"-5.8",NA,"-1.8",NA,NA,NA,NA,NA,NA,NA,NA,"3","0.3",NA,NA,NA,NA,"-1.7","0.9","8.6","-5.9",NA,"-3.7",1972-01-01
NA,"1.8",NA,"-5.5",NA,"-0.9",NA,NA,NA,NA,NA,NA,NA,NA,"3.3","0.7",NA,NA,NA,NA,"-0.5","1.3","9.2","-4.4",NA,"-2.8",1972-04-01
NA,"1.7",NA,"-6.5",NA,"-1.1",NA,NA,NA,NA,NA,NA,NA,NA,"2.2","1.2",NA,NA,NA,NA,"-0.5","1.6","9.4","-4.3",NA,"-2.9",1972-07-01
NA,"2.3",NA,"-5.5",NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,"2.9","1.4",NA,"-3.8",NA,NA,"-0.4","1.6","11","-5.2",NA,"-2.5",1972-10-01
NA,"0.6",NA,"-8",NA,"0",NA,NA,NA,NA,"2.8",NA,NA,NA,"3.8","1.7",NA,"-4.4",NA,NA,"0.5","1.7","11.9","-4.6",NA,"-2.7",1973-01-01
NA,"0",NA,"-8.9",NA,"-0.1",NA,NA,NA,NA,"4.3",NA,NA,NA,"3","0.5",NA,"-4.3",NA,NA,"1.6","1.5","8.6","-4.2",NA,"-2.1",1973-04-01
NA,"-0.9",NA,"-8.6",NA,"-0.6",NA,NA,NA,NA,"3.5",NA,NA,NA,"1.6","-1.5",NA,"-4.7",NA,NA,"3.9","1","8.5","-4.2",NA,"-1.9",1973-07-01
NA,"-0.8",NA,"-7",NA,"-0.5",NA,NA,NA,NA,"1.2",NA,NA,NA,"2.8","-3.4",NA,"-5.2",NA,NA,"4.6","0.4","13.5","-4.1",NA,"-2.2",1973-10-01
NA,"-1.8",NA,"-8",NA,"-1.3",NA,NA,NA,NA,"2",NA,NA,NA,"2.5","-4.9",NA,"-6.1",NA,NA,"4.3","-0.2","9.6","-2.9",NA,"-2.5",1974-01-01
NA,"-2.3",NA,"-8.8",NA,"-1.2",NA,NA,NA,NA,"1.6",NA,NA,NA,"2.3","-6.2",NA,"-6.1",NA,"2.6","5","-0.9","5.1","-1.4",NA,"-1.3",1974-04-01
NA,"-2.8",NA,"-8.7",NA,"-1.6",NA,NA,NA,NA,"0.6",NA,NA,NA,"1","-7.6",NA,"-4.6",NA,"1.9","5.4","-1.6","3.3","-3.2",NA,"-1.2",1974-07-01
NA,"-1.8",NA,"-11.2",NA,"-1.4",NA,NA,NA,NA,"-2.1",NA,NA,NA,"1.3","-8.6","-3.9","-5.4",NA,"-0.4","5.2","-2.3","5.5","-5.1",NA,"-1.3",1974-10-01
NA,"-2",NA,"-9.2",NA,"-2.4",NA,NA,NA,NA,"-3.7",NA,NA,NA,"2.5","-8.6","-5.2","-9.5",NA,"0","4.1","1","3.1","-6.3",NA,"-2.9",1975-01-01
NA,"-0.8",NA,"-5.9",NA,"-2.2",NA,NA,NA,NA,"-3.7",NA,NA,NA,"2.5","-8.2","-5.2","-10.8",NA,"-0.6","3.4","2.5","3.3","-6.8",NA,"-3.3",1975-04-01
NA,"-0.8",NA,"-4.1",NA,"-2.3",NA,NA,NA,NA,"-6.1",NA,NA,NA,"2.5","-7.5","-3.5","-11.2",NA,"-0.3","2.9","2.4","1.8","-9.1",NA,"-4",1975-07-01
NA,"0.1",NA,"1.6",NA,"-0.8",NA,NA,NA,NA,"-4.5",NA,NA,NA,"4","-7.2","-0.7","-12.5",NA,"1.1","2.9","4.1","2.9","-9.2",NA,"-4.4",1975-10-01
NA,"-0.2",NA,"1.6",NA,"-2.5",NA,NA,NA,NA,"-4.4",NA,NA,NA,"5.7","-7.6","-1.5","-13.1",NA,"2.1","2.2","5.3","-1.2","-9.2",NA,"-6",1976-01-01
NA,"0.6",NA,"3.4",NA,"-2.5",NA,NA,NA,NA,"-4.5",NA,NA,NA,"5.7","-11","-2.6","-14.8",NA,"2.2","3.8","6.6","-3.4","-6.6",NA,"-6",1976-04-01
NA,"1.1",NA,"3.2",NA,"-2.9",NA,NA,NA,NA,"-4.1",NA,NA,NA,"6","-12.1","-2.6","-14",NA,"2.5","4","7.1","-5.9","-6.2",NA,"-6.1",1976-07-01
NA,"3.7",NA,"7.5",NA,"-2.1","-5.2",NA,NA,NA,"-3",NA,NA,NA,"8","-12.7","-1.4","-14.4",NA,"1.4","3.9","7.5","1.3","-9",NA,"-5.5",1976-10-01
NA,"2.1",NA,"5.8",NA,"-3.5","-5.1",NA,NA,NA,"-4.7",NA,NA,NA,"7.2","-13.6","-3.1","-14.5",NA,"1.3","4.1","9.2","-3.5","-8.3",NA,"-5.4",1977-01-01
NA,"3.1",NA,"7.4",NA,"-2.9","-5",NA,NA,NA,"-4.2",NA,NA,NA,"5.9","-14.6","-4.8","-13.7",NA,"0.5","5.5","10.7","-8.4","-5.7",NA,"-4.3",1977-04-01
NA,"2.8",NA,"7.3",NA,"-2.9","-5.7",NA,NA,NA,"-4.5",NA,NA,NA,"5.2","-14.8","-4.6","-12",NA,"0.5","6.1","11.2","-8.8","-5.4",NA,"-4.1",1977-07-01
NA,"3.4",NA,"12.6",NA,"-1.7","-6.1",NA,NA,NA,"-4",NA,NA,NA,"6","-13.5","-3.9","-12.7",NA,"0","8.9","13.2","-4.5","-4.9",NA,"-3.3",1977-10-01
NA,"2.9",NA,"9.3",NA,"-3.5","-6.6",NA,NA,NA,"-3.9",NA,NA,NA,"5.3","-16.7","-5.4","-10.7",NA,"0.4","10.1","13.2","-7.8","-4.4",NA,"-3.4",1978-01-01
NA,"3.7",NA,"10.3",NA,"-2.9","-7.3",NA,NA,NA,"-3.2",NA,NA,NA,"5.6","-18.5","-7","-8.8",NA,"0.1","12.1","12.8","-6.7","-3.6",NA,"-2.5",1978-04-01
NA,"4.5",NA,"9.8",NA,"-3.1","-7.3",NA,NA,NA,"-3.7",NA,NA,NA,"5.2","-18","-6.9","-8.8",NA,"0.7","12.9","11.9","-8.1","-4.3",NA,"-2.3",1978-07-01
NA,"6.1",NA,"14.6",NA,"-1.6","-7.3",NA,NA,NA,"-3.5",NA,NA,NA,"7.8","-15.6","-5.1","-8.3",NA,"1.8","15.2","10.9","-7.8","-3.8",NA,"-2.4",1978-10-01
NA,"5.1",NA,"11.6",NA,"-2.3","-7.6",NA,NA,NA,"-2.6",NA,NA,NA,"7.1","-16.6","-6.5","-7.8",NA,"2.5","16","9.8","-10.7","-3.4",NA,"-3.2",1979-01-01
NA,"5.9",NA,"12.6",NA,"-1.6","-7.4",NA,NA,NA,"-1.9",NA,NA,NA,"7.5","-17.4","-7.1","-7.4",NA,"3.5","16.3","8.3","-10.6","-2.2",NA,"-2",1979-04-01
NA,"5.8",NA,"11.1",NA,"-2.1","-7",NA,NA,NA,"-2.2",NA,NA,NA,"7.5","-17.3","-5.4","-4.5",NA,"2.4","15.7","5.7","-12.3","-2.5",NA,"-1.3",1979-07-01
NA,"7.2",NA,"13.4",NA,"-1","-7.3",NA,NA,"-3","-2.6",NA,NA,NA,"8.3","-14.6","-2.9","-2.8",NA,"2.6","17.4","4.3","-11.1","-3.1",NA,"-1",1979-10-01
NA,"6.2",NA,"12.5",NA,"-2.5","-8.1","-6.5",NA,"-4.4","-1.2",NA,NA,NA,"7.7","-15.9","-2.7","3.3",NA,"5.1","15.4","0.7","-11","-3.2",NA,"-1.1",1980-01-01
NA,"6.8",NA,"12.9",NA,"-1.5","-8","-5.8",NA,"-2.8","-0.8",NA,NA,NA,"5.7","-14.8","-2.9","4.8",NA,"6.8","14.6","-1.3","-12.3","-3",NA,"-1.7",1980-04-01
NA,"7.1",NA,"11.5",NA,"-1.4","-7.2","-5.2",NA,"-3.1","-1.1",NA,NA,NA,"3.9","-16.1","-3","7",NA,"5.7","13.5","-1.1","-12.9","-4.2",NA,"-1.3",1980-07-01
NA,"7","-4.8","14",NA,"1.4","-6.3","-3.6","0.1","-1.6","-1","-0.2",NA,NA,"5.1","-11.7","-2.3","8.5",NA,"6.6","13.8","-1.9","-8.5","-6","-6","-1",1980-10-01
NA,"6.7","-4.7","12.2",NA,"1.8","-5.2","-3.2","-0.3","-1.4","-1","-0.7",NA,NA,"5.2","-11.4","-3.2","8",NA,"7.2","12","-0.9","-6.2","-5.3","-3.1","-2.5",1981-01-01
NA,"7","-4.7","13.8",NA,"2.6","-3.9","-2","0","-1.7","-1","-1.1",NA,"6.3","4.1","-11.3","-4.4","8.6",NA,"7.7","11.5","-3","-2.3","-4.4","-3.5","-2.5",1981-04-01
NA,"6.2","-5.2","11.3",NA,"2.6","-5.7","-1.2","0.8","-1.9","0.6","-1.6",NA,"6.7","3.1","-11.5","-2.9","8.4",NA,"7.8","9.4","-4.5","-1.8","-3.4","-5.1","-3.2",1981-07-01
NA,"6.5","-2","7.2",NA,"3.1","-7.3","1.1","1.3","-1.3","3.1","-2.2",NA,"6.8","4.4","-8.9","0.1","9.7",NA,"8.8","8.3","-4.4","-0.2","-2.6","-5.8","-3.4",1981-10-01
NA,"4.9","-3","0.9",NA,"1.6","-8.4","0.3","2.4","-2.5","3.4","-2.5",NA,"5.8","4","-10.7","0.1","9.6",NA,"8.3","6.8","-3","0.7","-1.3","-2.7","-3.1",1982-01-01
NA,"4","-4.3","0",NA,"2","-9.3","0.6","3.3","-2.8","5.2","-2.6",NA,"3.8","3","-11.2","-0.4","8.2",NA,"8.4","4.2","-0.2","2.9","-0.3","-3.3","-2.3",1982-04-01
NA,"2.7","-6.6","3.3",NA,"2.5","-11.2","0.5","4.2","-3.2","5.7","-2.6",NA,"6","2.5","-10.6","1.5","9.9",NA,"7.1","3.5","1.4","2.7","0.5","-4.3","-1.8",1982-07-01
NA,"2","-3.3","4.7",NA,"3.7","-12.7","1.4","3.6","-0.9","6.8","-2.6",NA,"0.6","5.3","-7.8","3.8","14.5",NA,"8.9","2","2.6","4.4","1","-2.9","-1.3",1982-10-01
NA,"-0.7","-4.5","3.6",NA,"1.6","-13.4","0.7","4","-1.2","7.3","-1.5",NA,"-0.4","4.3","-8.6","5","14.2",NA,"10.5","2.5","3.1","3.4","1.1","-0.1","-1.7",1983-01-01
NA,"-1.2","-5.4","5.4",NA,"2.1","-12.3","0.4","3.7","-0.6","7.8","-1.5",NA,"-0.2","2.8","-9.1","4.2","14",NA,"9.4","0.5","3.2","5.3","1","1.4","-1.1",1983-04-01
